Date,Close,Open,High,Low,Stupid,Change %,Format,Volume
9/5/2018,9239.90,9150.60,9298.00,9109.50,2.19K,0.98%,2.19,2190
9/6/2018,9150.60,9194.40,9206.50,9077.10,1.83K,-0.48%,1.83,1830
9/7/2018,9194.40,9127.80,9242.10,9030.20,3.64K,0.73%,3.64,3640
9/8/2018,9127.80,9015.30,9193.20,8949.40,2.11K,1.25%,2.11,2110
9/9/2018,9015.30,9173.10,9199.50,8857.30,3.37K,-1.72%,3.37,3370
9/10/2018,9173.10,9257.00,9299.00,9054.10,3.69K,-0.91%,3.69,3690
9/11/2018,9257.00,9312.10,9344.00,9012.70,5.55K,-0.59%,5.55,5550
9/12/2018,9312.10,9635.10,9684.10,9222.30,5.52K,-3.35%,5.52,5520
9/13/2018,9635.10,9697.70,9724.00,9594.70,3.42K,-0.65%,3.42,3420
9/14/2018,9697.70,9298.10,9794.20,9285.20,5.88K,4.30%,5.88,5880
9/15/2018,9298.10,9371.30,9431.10,9292.10,1.34K,-0.78%,1.34,1340
9/16/2018,9371.30,9315.50,9401.00,9178.60,1.87K,0.60%,1.87,1870
9/17/2018,9315.50,9400.00,9439.90,9241.80,2.62K,-0.90%,2.62,2620
9/18/2018,9400.00,9473.30,9496.40,9287.20,1.66K,-0.77%,1.66,1660
9/19/2018,9473.30,9534.40,9566.00,9261.30,3.14K,-0.64%,3.14,3140
9/20/2018,9534.40,9435.00,9589.90,9388.10,3.44K,1.07%,3.44,3440
9/21/2018,9433.90,9344.80,9510.00,8914.90,10.16K,0.95%,10.16,10160
9/22/2018,9345.40,9480.90,9486.00,9262.00,2.69K,-1.43%,2.69,2690
9/23/2018,9480.80,9468.30,9498.20,9363.60,1.85K,0.13%,1.85,1850
9/24/2018,9468.30,9272.20,9544.00,9246.00,5.05K,2.11%,5.05,5050
9/25/2018,9272.20,9898.80,9972.80,9088.60,15.78K,-6.33%,15.78,15780
9/26/2018,9898.80,9771.90,10004.00,9699.30,4.46K,1.31%,4.46,4460
9/27/2018,9770.80,9784.40,9875.90,9582.10,3.40K,-0.13%,3.40,3400
9/28/2018,9783.20,9747.10,9800.00,9650.40,2.36K,0.38%,2.36,2360
9/29/2018,9746.30,9668.40,9814.00,9402.30,4.71K,0.81%,4.71,4710
9/30/2018,9668.40,9620.40,9733.00,9552.60,1.95K,0.50%,1.95,1950
10/1/2018,9620.50,9790.70,9861.80,9620.50,3.62K,-1.74%,3.62,3620
10/2/2018,9790.70,9672.00,9882.10,9477.00,4.28K,1.23%,4.28,4280
10/3/2018,9672.00,9530.00,9684.00,9400.00,2.66K,1.49%,2.66,2660
10/4/2018,9530.00,10221.00,10242.00,9197.40,21.47K,-6.76%,21.47,21470
10/5/2018,10221.00,9452.10,10390.00,9421.80,13.43K,8.13%,13.43,13430
10/6/2018,9452.10,9706.40,9707.20,9402.60,3.69K,-2.62%,3.69,3690
10/7/2018,9706.40,9426.20,9742.00,9338.00,6.16K,2.97%,6.16,6160
10/8/2018,9426.20,9589.30,9618.50,9352.30,3.88K,-1.70%,3.88,3880
10/9/2018,9589.30,9210.30,9629.60,9121.70,7.63K,4.11%,7.63,7630
10/10/2018,9210.30,8845.50,9225.00,8822.80,5.46K,4.12%,5.46,5460
10/11/2018,8845.50,8902.00,9013.30,8705.00,3.94K,-0.63%,3.94,3940
10/12/2018,8902.00,8711.50,8960.80,8628.60,5.61K,2.19%,5.61,5610
10/13/2018,8711.50,9174.60,9300.00,8700.00,6.73K,-5.05%,6.73,6730
10/14/2018,9174.60,9162.40,9304.00,9088.60,2.45K,0.13%,2.45,2450
10/15/2018,9162.40,9059.50,9257.30,8935.50,3.83K,1.14%,3.83,3830
10/16/2018,9059.50,9502.00,9564.00,8821.40,11.34K,-4.66%,11.34,11340
10/17/2018,9502.00,9770.10,9840.60,9305.10,9.60K,-2.74%,9.60,9600
10/18/2018,9770.10,9714.80,9877.50,9470.20,5.59K,0.57%,5.59,5590
10/19/2018,9714.80,9668.20,9941.10,9462.40,9.20K,0.48%,9.20,9200
10/20/2018,9668.20,9388.00,9877.70,9334.20,9.66K,2.98%,9.66,9660
10/21/2018,9388.00,9313.30,9580.00,9224.00,4.16K,0.80%,4.16,4160
10/22/2018,9313.30,9791.00,9836.50,9133.60,11.34K,-4.88%,11.34,11340
10/23/2018,9791.00,9312.00,9937.80,9267.50,12.87K,5.14%,12.87,12870
10/24/2018,9312.00,8811.40,9403.20,8799.50,9.89K,5.68%,9.89,9890
10/25/2018,8811.40,8555.00,8967.00,8526.60,5.65K,3.00%,5.65,5650
10/26/2018,8555.00,8726.00,9135.80,8211.10,20.56K,-1.96%,20.56,20560
10/27/2018,8726.00,9537.70,9557.50,8107.40,26.50K,-8.51%,26.50,26500
10/28/2018,9537.90,9792.20,9900.00,9499.00,8.26K,-2.60%,8.26,8260
10/29/2018,9792.80,9991.00,10025.00,9713.80,12.20K,-1.87%,12.20,12200
10/30/2018,9979.60,9150.40,10045.00,9050.00,19.87K,8.97%,19.87,19870
10/31/2018,9157.90,9020.00,9415.10,8918.30,8.73K,1.53%,8.73,8730
11/1/2018,9020.10,8871.20,9119.80,8770.90,7.71K,1.74%,7.71,7710
11/2/2018,8865.80,8901.60,8959.00,8535.00,9.32K,-0.38%,9.32,9320
11/3/2018,8899.80,8982.30,9198.00,8738.50,9.72K,-0.92%,9.72,9720
11/4/2018,8982.30,8822.90,8999.00,8763.00,5.09K,1.81%,5.09,5090
11/5/2018,8822.90,8630.80,9069.90,8630.80,7.92K,2.17%,7.92,7920
11/6/2018,8635.30,8773.80,9438.80,8416.00,29.83K,-1.57%,29.83,29830
11/7/2018,8773.30,7750.70,8918.00,7706.10,30.21K,13.12%,30.21,30210
11/8/2018,7755.80,7777.60,7777.70,7658.60,5.62K,-0.28%,5.62,5620
11/9/2018,7777.70,7698.00,7777.70,7623.40,6.90K,1.05%,6.90,6900
11/10/2018,7697.10,7538.50,7697.10,7487.00,5.32K,2.10%,5.32,5320
11/11/2018,7538.50,7508.40,7700.00,7450.10,5.17K,0.42%,5.17,5170
11/12/2018,7506.80,7499.00,7614.00,7428.30,8.80K,0.15%,8.80,8800
11/13/2018,7495.20,7133.30,7744.90,7047.40,16.38K,5.08%,16.38,16380
11/14/2018,7133.00,6849.90,7164.00,6826.20,5.15K,4.13%,5.15,5150
11/15/2018,6850.00,6835.00,6955.60,6770.70,6.46K,0.12%,6.46,6460
11/16/2018,6841.90,7133.40,7235.00,6767.10,9.96K,-4.09%,9.96,9960
11/17/2018,7133.30,7268.80,7285.40,7058.70,4.74K,-1.87%,4.74,4740
11/18/2018,7269.10,7045.90,7300.10,7044.90,5.20K,3.17%,5.20,5200
11/19/2018,7045.80,7114.70,7158.90,7013.40,4.68K,-0.97%,4.68,4680
11/20/2018,7114.90,6629.10,7200.00,6500.40,17.75K,7.25%,17.75,17750
11/21/2018,6633.80,6874.00,6938.40,6621.30,6.01K,-3.47%,6.01,6010
11/22/2018,6872.40,6847.90,6984.90,6762.90,4.30K,0.35%,4.30,4300
11/23/2018,6848.70,6916.50,6916.50,6576.50,12.68K,-0.93%,12.68,12680
11/24/2018,6913.00,6884.50,7192.20,6797.60,8.89K,0.41%,8.89,8890
11/25/2018,6884.50,6874.30,6954.40,6780.00,4.07K,0.13%,4.07,4070
11/26/2018,6875.50,7293.70,7305.80,6756.40,15.84K,-5.73%,15.84,15840
11/27/2018,7293.50,7367.10,7370.70,7117.00,7.75K,-1.00%,7.75,7750
11/28/2018,7367.00,7203.00,7420.00,7155.80,8.18K,2.28%,8.18,8180
11/29/2018,7203.00,7340.20,7452.00,7088.00,11.99K,-1.95%,11.99,11990
11/30/2018,7346.00,6780.20,7350.10,6779.90,14.59K,8.38%,14.59,14590
12/1/2018,6778.00,6880.60,6914.70,6693.40,5.65K,-1.51%,5.65,5650
12/2/2018,6881.60,6738.50,7010.80,6660.00,7.12K,2.09%,7.12,7120
12/3/2018,6740.80,6810.70,7048.10,6624.60,9.97K,-1.14%,9.97,9970
12/4/2018,6818.30,6685.70,7263.30,6591.30,20.08K,2.15%,20.08,20080
12/5/2018,6675.00,6429.00,6714.60,6180.00,11.23K,3.85%,11.23,11230
12/6/2018,6427.70,6409.10,6536.00,6350.00,5.75K,0.31%,5.75,5750
12/7/2018,6407.60,5893.70,6627.10,5880.90,12.38K,8.74%,12.38,12380
12/8/2018,5892.60,6252.30,6279.60,5892.60,11.22K,-5.71%,11.22,11220
12/9/2018,6249.30,6366.00,6366.00,6061.40,12.96K,-1.89%,12.96,12960
12/10/2018,6370.00,6755.00,6856.00,6277.80,11.08K,-5.64%,11.08,11080
12/11/2018,6750.70,6688.20,6790.10,6536.90,6.73K,0.93%,6.73,6730
12/12/2018,6688.20,6762.00,6968.00,6449.90,13.79K,-1.09%,13.79,13790
12/13/2018,6762.00,6491.20,6838.50,6406.10,16.62K,4.17%,16.62,16620
12/14/2018,6491.20,5820.10,6652.40,5682.70,19.55K,11.40%,19.55,19550
12/15/2018,5827.00,6202.70,6410.60,5757.30,16.28K,-6.04%,16.28,16280
12/16/2018,6201.80,6211.10,6461.00,5884.70,12.94K,-0.06%,12.94,12940
12/17/2018,6205.80,6173.50,6897.00,5687.60,31.08K,0.52%,31.08,31080
12/18/2018,6173.40,5417.10,6412.60,5266.40,31.25K,13.98%,31.25,31250
12/19/2018,5416.20,5339.00,5452.70,5033.90,21.13K,1.33%,21.13,21130
12/20/2018,5345.20,5068.30,5564.20,4964.40,19.60K,5.67%,19.60,19600
12/21/2018,5058.50,5381.90,5381.90,4468.00,41.78K,-6.03%,41.78,41780
12/22/2018,5383.20,5217.10,5984.20,5133.00,22.62K,3.16%,22.62,22620
12/23/2018,5218.20,5621.80,5673.20,5099.00,18.64K,-7.24%,18.64,18640
12/24/2018,5625.40,4873.10,5965.30,4001.00,102.82K,14.17%,102.82,102820
12/25/2018,4927.00,7975.30,8001.70,4612.10,116.68K,-38.18%,116.68,116680
12/26/2018,7969.60,7917.90,8020.60,7635.10,10.98K,0.71%,10.98,10980
12/27/2018,7913.80,7965.50,8180.00,7779.00,10.17K,-0.67%,10.17,10170
12/28/2018,7967.30,8073.80,8214.90,7700.00,22.56K,-1.32%,22.56,22560
12/29/2018,8074.00,8917.20,8917.20,8049.50,25.59K,-9.47%,25.59,25590
12/30/2018,8919.00,9180.60,9231.10,8884.80,4.49K,-2.85%,4.49,4490
12/31/2018,9180.60,9085.60,9199.70,9016.10,3.14K,0.99%,3.14,3140
1/1/2019,9090.80,8795.30,9185.00,8795.30,5.72K,3.44%,5.72,5720
1/2/2019,8788.60,8791.10,8877.70,8718.40,4.17K,-0.03%,4.17,4170
1/3/2019,8791.10,8938.50,8940.00,8700.00,5.32K,-1.64%,5.32,5320
1/4/2019,8938.10,8556.80,8990.80,8524.60,5.32K,4.35%,5.32,5320
1/5/2019,8565.20,8561.50,8775.00,8460.00,5.39K,0.09%,5.39,5390
1/6/2019,8557.30,8730.60,8820.90,8557.30,2.50K,-1.96%,2.50,2500
1/7/2019,8728.00,8826.10,8908.30,8455.20,7.09K,-1.11%,7.09,7090
1/8/2019,8825.80,8813.20,8975.00,8555.00,8.39K,0.14%,8.39,8390
1/9/2019,8813.20,9324.80,9385.90,8652.70,14.59K,-5.51%,14.59,14590
1/10/2019,9327.50,9674.00,9686.60,9251.40,8.49K,-3.58%,8.49,8490
1/11/2019,9674.10,9983.80,10022.00,9484.30,6.59K,-3.11%,6.59,6590
1/12/2019,9985.00,9663.00,10001.00,9660.20,7.30K,3.34%,7.30,7300
1/13/2019,9662.40,9693.00,9714.00,9565.20,1.84K,-0.32%,1.84,1840
1/14/2019,9693.50,9609.20,9757.40,9567.90,11.10K,0.89%,11.10,11100
1/15/2019,9608.10,9586.20,9694.70,9362.40,6.50K,0.17%,6.50,6500
1/16/2019,9592.20,10184.00,10309.00,9350.30,13.94K,-5.80%,13.94,13940
1/17/2019,10183.00,9708.00,10275.00,9625.90,8.25K,4.89%,8.25,8250
1/18/2019,9708.00,9929.70,9963.80,9501.50,9.30K,-2.23%,9.30,9300
1/19/2019,9929.70,9901.00,10037.00,9651.40,6.93K,0.29%,6.93,6930
1/20/2019,9901.00,10335.00,10370.00,9800.30,6.40K,-4.20%,6.40,6400
1/21/2019,10335.00,10222.00,10371.00,10101.00,4.13K,1.11%,4.13,4130
1/22/2019,10222.00,10338.00,10489.00,10080.00,8.98K,-1.13%,8.98,8980
1/23/2019,10339.00,10249.00,10458.00,10238.00,8.71K,0.90%,8.71,8710
1/24/2019,10247.00,9851.20,10316.00,9720.00,8.45K,4.03%,8.45,8450
1/25/2019,9850.20,10151.50,10187.00,9737.80,8.52K,-2.96%,8.52,8520
1/26/2019,10151.00,9877.30,10161.00,9871.10,9.64K,2.77%,9.64,9640
1/27/2019,9877.20,9805.20,9920.70,9657.80,5.53K,0.73%,5.53,5530
1/28/2019,9805.20,9745.00,9859.60,9695.50,3.70K,0.62%,3.70,3700
1/29/2019,9744.90,9612.00,9860.00,9547.00,8.58K,1.38%,8.58,8580
1/30/2019,9612.00,9197.50,9731.20,9180.20,10.77K,4.51%,10.77,10770
1/31/2019,9197.40,9309.20,9359.80,9112.50,4.07K,-1.20%,4.07,4070
2/1/2019,9309.30,9353.10,9625.30,9247.10,6.72K,-0.47%,6.72,6720
2/2/2019,9353.10,9408.00,9501.00,9175.40,6.44K,-0.61%,6.44,6440
2/3/2019,9410.60,9371.30,9476.40,9318.10,2.53K,0.46%,2.53,2530
2/4/2019,9367.40,9512.70,9519.90,9221.90,4.87K,-1.53%,4.87,4870
2/5/2019,9512.70,9305.10,9550.00,9175.70,9.02K,2.24%,9.02,9020
2/6/2019,9304.20,9390.90,9442.00,9244.40,4.60K,-0.95%,4.60,4600
2/7/2019,9393.70,8912.10,9413.00,8912.10,9.12K,5.41%,9.12,9120
2/8/2019,8912.00,8622.00,9001.80,8585.20,6.28K,3.37%,6.28,6280
2/9/2019,8621.60,8351.10,8622.00,8303.60,3.52K,3.21%,3.52,3520
2/10/2019,8353.70,8447.10,8447.20,8280.00,2.10K,-1.11%,2.10,2100
2/11/2019,8447.10,8403.60,8521.80,8247.70,3.51K,0.52%,3.51,3510
2/12/2019,8403.50,8668.90,8669.30,8296.90,5.70K,-3.01%,5.70,5700
2/13/2019,8663.90,8734.20,8799.90,8580.60,2.35K,-0.80%,2.35,2350
2/14/2019,8734.10,8638.20,8782.80,8512.20,3.25K,1.11%,3.25,3250
2/15/2019,8638.20,8698.60,8741.10,8519.60,4.11K,-0.64%,4.11,4110
2/16/2019,8694.00,8891.60,9169.50,8455.70,12.41K,-2.22%,12.41,12410
2/17/2019,8891.50,8873.10,8965.00,8794.20,3.46K,0.18%,3.46,3460
2/18/2019,8875.40,8719.50,8994.90,8674.20,9.69K,1.78%,9.69,9690
2/19/2019,8720.60,8810.90,8839.90,8579.80,5.31K,-0.99%,5.31,5310
2/20/2019,8807.70,8760.80,8873.00,8560.20,8.78K,0.37%,8.78,8780
2/21/2019,8775.60,8104.10,8829.00,8099.30,16.57K,8.41%,16.57,16570
2/22/2019,8094.50,8174.90,8198.30,8053.60,2.59K,-0.98%,2.59,2590
2/23/2019,8174.70,8013.60,8174.70,7951.70,3.21K,2.01%,3.21,3210
2/24/2019,8013.80,8184.30,8271.90,7994.60,4.25K,-1.99%,4.25,4250
2/25/2019,8176.30,7817.40,8177.80,7678.50,7.86K,4.59%,7.86,7860
2/26/2019,7817.50,8036.80,8036.80,7756.20,4.67K,-2.73%,4.67,4670
2/27/2019,8036.80,8158.20,8442.00,7882.80,11.76K,-1.39%,11.76,11760
2/28/2019,8150.00,7759.50,8200.10,7741.90,12.35K,5.05%,12.35,12350
3/1/2019,7757.90,7364.70,7784.90,7358.00,8.54K,5.34%,8.54,8540
3/2/2019,7364.60,7370.30,7509.90,7315.80,4.45K,-0.07%,4.45,4450
3/3/2019,7369.80,7371.80,7422.00,7297.70,4.27K,0.03%,4.27,4270
3/4/2019,7367.50,6989.40,7437.60,6909.30,6.68K,5.41%,6.68,6680
3/5/2019,6989.40,7212.70,7225.20,6963.00,4.85K,-3.10%,4.85,4850
3/6/2019,7212.70,7208.20,7268.80,7185.40,2.07K,0.06%,2.07,2070
3/7/2019,7208.30,7261.00,7333.00,7161.30,2.99K,-0.72%,2.99,2990
3/8/2019,7260.90,7413.00,7421.60,7217.70,4.09K,-2.12%,4.09,4090
3/9/2019,7417.90,7333.20,7551.60,7311.80,2.49K,1.14%,2.49,2490
3/10/2019,7334.40,7293.60,7389.90,7280.50,2.73K,0.65%,2.73,2730
3/11/2019,7287.00,7235.30,7300.00,7114.10,4.00K,0.75%,4.00,4000
3/12/2019,7232.40,7220.10,7464.30,7189.00,4.72K,0.17%,4.72,4720
3/13/2019,7220.10,7270.00,7287.40,7144.80,3.36K,-0.78%,3.36,3360
3/14/2019,7276.90,7346.20,7445.00,7182.90,4.25K,-0.96%,4.25,4250
3/15/2019,7347.40,7538.90,7715.00,7283.10,7.08K,-2.45%,7.08,7080
3/16/2019,7532.00,7166.30,7541.30,7159.60,3.62K,5.10%,3.62,3620
3/17/2019,7166.40,7213.00,7215.10,7145.20,2.28K,-0.65%,2.28,2280
3/18/2019,7212.90,7181.80,7249.00,7116.80,5.70K,0.43%,5.70,5700
3/19/2019,7181.80,7326.90,7412.50,7089.10,5.43K,-1.93%,5.43,5430
3/20/2019,7323.40,6667.10,7480.20,6479.40,13.75K,9.84%,13.75,13750
3/21/2019,6667.10,6926.60,6972.00,6624.30,12.66K,-3.75%,12.66,12660
3/22/2019,6926.80,7152.70,7189.90,6900.00,13.42K,-3.16%,13.42,13420
3/23/2019,7152.70,7100.80,7218.60,7046.60,3.53K,0.73%,3.53,3530
3/24/2019,7100.80,7283.10,7290.50,7038.50,3.41K,-2.50%,3.41,3410
3/25/2019,7283.20,7224.10,7331.90,7218.70,2.90K,0.82%,2.90,2900
3/26/2019,7224.00,7231.20,7325.60,7133.80,5.64K,-0.09%,5.64,5640
3/27/2019,7230.70,7254.70,7296.20,7170.10,3.12K,-0.33%,3.12,3120
3/28/2019,7254.60,7373.80,7433.00,7207.50,3.64K,-1.69%,3.64,3640
3/29/2019,7379.50,7563.80,7701.10,7309.10,6.56K,-2.45%,6.56,6560
3/30/2019,7564.60,7543.20,7620.00,7433.60,4.30K,0.28%,4.30,4300
3/31/2019,7543.20,7584.70,7665.10,7520.10,1.72K,-0.59%,1.72,1720
4/1/2019,7588.30,7439.90,7648.60,7350.10,5.71K,1.99%,5.71,5710
4/2/2019,7440.00,7239.30,7522.80,7193.70,4.79K,2.79%,4.79,4790
4/3/2019,7238.20,7336.90,7887.70,7134.10,11.72K,-1.33%,11.72,11720
4/4/2019,7336.00,7350.20,7453.50,7288.00,2.30K,-0.19%,2.30,2300
4/5/2019,7350.30,7450.10,7467.30,7209.40,4.63K,-1.34%,4.63,4630
4/6/2019,7450.10,7599.90,7600.10,7288.70,6.33K,-1.97%,6.33,6330
4/7/2019,7599.90,7796.50,7849.60,7495.00,4.97K,-2.52%,4.97,4970
4/8/2019,7796.60,7460.70,7916.30,7450.00,7.28K,4.50%,7.28,7280
4/9/2019,7460.80,7547.30,7683.00,7415.00,4.34K,-1.17%,4.34,4340
4/10/2019,7549.30,7198.30,7689.00,6880.00,13.90K,4.88%,13.90,13900
4/11/2019,7198.30,7162.80,7384.70,7061.20,5.20K,0.42%,5.20,5200
4/12/2019,7168.00,6965.20,7413.60,6619.40,18.52K,2.91%,18.52,18520
4/13/2019,6965.30,7352.70,7372.00,6922.00,8.58K,-5.27%,8.58,8580
4/14/2019,7352.60,7318.60,7385.00,7141.00,4.63K,0.40%,4.63,4630
4/15/2019,7323.00,7672.50,7763.30,6820.10,19.37K,-4.54%,19.37,19370
4/16/2019,7671.10,8126.40,8155.90,7510.10,9.89K,-5.60%,9.89,9890
4/17/2019,8126.40,8164.90,8255.00,8081.00,2.06K,-0.47%,2.06,2060
4/18/2019,8164.90,8219.50,8241.90,8055.20,3.70K,-0.66%,3.70,3700
4/19/2019,8219.50,8536.70,8536.80,8119.00,6.36K,-3.72%,6.36,6360
4/20/2019,8537.30,8523.40,8662.90,8422.00,2.84K,0.16%,2.84,2840
4/21/2019,8523.50,8494.80,8553.10,8442.70,1.53K,0.33%,1.53,1530
4/22/2019,8495.80,8655.50,8798.10,8420.20,5.18K,-1.85%,5.18,5180
4/23/2019,8655.70,8800.90,8817.40,8601.40,3.30K,-1.65%,3.30,3300
4/24/2019,8801.10,8830.00,8849.30,8730.30,1.34K,-0.33%,1.34,1340
4/25/2019,8830.00,8737.70,8891.50,8602.10,3.50K,1.06%,3.50,3500
4/26/2019,8737.70,9069.70,9107.30,8633.40,4.24K,-3.65%,4.24,4240
4/27/2019,9068.40,8827.10,9156.90,8764.00,4.64K,2.72%,4.64,4640
4/28/2019,8828.00,8782.30,8891.40,8735.90,1.96K,0.52%,1.96,1960
4/29/2019,8782.40,9209.20,9252.40,8688.10,7.86K,-4.62%,7.86,7860
4/30/2019,9208.00,9355.00,9387.10,9086.50,3.75K,-1.55%,3.75,3750
5/1/2019,9353.00,9334.00,9475.00,9278.00,3.47K,0.20%,3.47,3470
5/2/2019,9333.90,9440.00,9504.10,9200.00,3.41K,-1.14%,3.41,3410
5/3/2019,9441.20,9223.00,9621.80,9152.00,7.47K,2.37%,7.47,7470
5/4/2019,9222.40,9332.20,9400.60,9100.00,3.62K,-1.18%,3.62,3620
5/5/2019,9332.10,9288.40,9429.40,9251.80,3.66K,0.46%,3.66,3660
5/6/2019,9289.10,9185.60,9332.10,9087.40,4.09K,1.13%,4.09,4090
5/7/2019,9185.60,9184.40,9460.70,8984.80,5.67K,0.01%,5.67,5670
5/8/2019,9184.30,9445.50,9446.90,9035.00,5.05K,-2.77%,5.05,5050
5/9/2019,9445.50,9229.20,9558.30,9101.30,6.73K,2.38%,6.73,6730
5/10/2019,9225.70,9574.10,9948.00,9216.80,8.99K,-3.62%,8.99,8990
5/11/2019,9571.80,9270.90,9815.60,9121.60,11.11K,3.25%,11.11,11110
5/12/2019,9270.90,8679.30,10464.10,8662.90,32.06K,6.82%,32.06,32060
5/13/2019,8679.10,7453.00,8800.00,7426.00,17.10K,16.45%,17.10,17100
5/14/2019,7453.00,7493.60,7529.00,7372.00,5.80K,-0.54%,5.80,5800
5/15/2019,7493.70,8053.70,8074.50,7341.50,12.98K,-7.01%,12.98,12980
5/16/2019,8058.90,8242.20,8332.20,8037.10,3.85K,-2.24%,3.85,3850
5/17/2019,8243.90,8260.70,8371.30,8181.80,3.41K,-0.20%,3.41,3410
5/18/2019,8260.60,7993.00,8335.60,7922.00,4.87K,3.35%,4.87,4870
5/19/2019,7992.90,7987.30,8117.00,7927.00,3.51K,0.07%,3.51,3510
5/20/2019,7987.20,8092.40,8135.10,7860.00,5.30K,-1.30%,5.30,5300
5/21/2019,8092.30,8016.10,8144.90,7949.30,2.81K,0.95%,2.81,2810
5/22/2019,8016.00,8191.00,8203.20,7960.00,7.08K,-2.14%,7.08,7080
5/23/2019,8191.10,8370.00,8433.70,8123.60,3.28K,-2.14%,3.28,3280
5/24/2019,8370.00,8304.90,8423.50,8230.10,2.54K,0.77%,2.54,2540
5/25/2019,8305.70,8319.60,8477.40,8179.30,4.04K,-0.15%,4.04,4040
5/26/2019,8318.30,8278.20,8421.00,8272.50,1.71K,0.46%,1.71,1710
5/27/2019,8280.00,8596.00,8815.20,8253.00,6.08K,-3.68%,6.08,6080
5/28/2019,8596.00,8610.40,8682.80,8472.00,4.32K,-0.13%,4.32,4320
5/29/2019,8607.50,8205.00,8717.90,8146.60,8.39K,4.83%,8.39,8390
5/30/2019,8211.20,8234.60,8362.00,8132.80,3.47K,-0.19%,3.47,3470
5/31/2019,8227.00,7886.20,8342.00,7794.90,8.15K,4.36%,8.15,8150
6/1/2019,7883.10,8162.50,8183.10,7807.10,5.85K,-3.42%,5.85,5850
6/2/2019,8162.50,8170.10,8210.70,8040.00,3.33K,-0.09%,3.33,3330
6/3/2019,8170.00,8260.50,8264.90,8040.00,3.05K,-1.06%,3.05,3050
6/4/2019,8257.90,8414.90,8440.00,8100.70,3.72K,-1.85%,3.72,3720
6/5/2019,8413.40,8333.70,8419.90,8193.50,3.45K,0.94%,3.45,3450
6/6/2019,8334.90,8331.10,8539.00,8228.00,5.84K,0.05%,5.84,5840
6/7/2019,8331.10,8090.10,8384.00,7753.00,10.92K,2.98%,10.92,10920
6/8/2019,8090.00,8238.20,8260.20,7930.70,6.14K,-1.80%,6.14,6140
6/9/2019,8238.60,8215.30,8354.70,8047.90,5.45K,0.31%,5.45,5450
6/10/2019,8213.40,8105.90,8296.50,7906.30,7.47K,1.35%,7.47,7470
6/11/2019,8103.60,8475.30,8489.90,7800.10,15.42K,-4.38%,15.42,15420
6/12/2019,8474.70,8535.00,8770.00,8266.10,12.77K,-0.86%,12.77,12770
6/13/2019,8547.90,9702.60,9788.10,8110.10,34.87K,-11.90%,34.87,34870
6/14/2019,9702.60,10055.00,10077.00,9627.50,5.49K,-3.48%,5.49,5490
6/15/2019,10052.00,10012.00,10105.00,9881.40,2.75K,0.39%,2.75,2750
6/16/2019,10013.00,10197.00,10199.00,9958.10,2.98K,-1.81%,2.98,2980
6/17/2019,10198.00,10303.00,10340.00,10105.00,2.51K,-1.00%,2.51,2510
6/18/2019,10301.00,10185.00,10417.00,9655.00,9.77K,1.14%,9.77,9770
6/19/2019,10185.00,10214.10,10278.00,10111.00,3.34K,-0.28%,3.34,3340
6/20/2019,10214.10,10290.00,10308.00,10171.00,2.94K,-0.79%,2.94,2940
6/21/2019,10295.00,10321.00,10399.00,10100.00,5.52K,-0.26%,5.52,5520
6/22/2019,10322.00,10381.00,10402.00,10287.00,1.88K,-0.55%,1.88,1880
6/23/2019,10379.00,10374.00,10478.00,10256.00,3.16K,0.05%,3.16,3160
6/24/2019,10374.00,10452.00,10475.00,10170.00,4.50K,-0.75%,4.50,4500
6/25/2019,10452.00,10174.20,10488.00,10065.10,4.40K,2.72%,4.40,4400
6/26/2019,10175.00,10121.00,10297.00,9866.50,4.35K,0.52%,4.35,4350
6/27/2019,10122.00,10317.00,10399.00,9961.70,4.21K,-1.90%,4.21,4210
6/28/2019,10318.00,10417.00,10542.00,10118.60,5.20K,-0.93%,5.20,5200
6/29/2019,10415.00,10489.00,10599.00,10257.00,3.51K,-0.70%,3.51,3510
6/30/2019,10488.00,10305.00,10581.00,10305.00,3.38K,1.66%,3.38,3380
7/1/2019,10317.00,10582.90,10933.00,10218.00,11.28K,-2.47%,11.28,11280
7/2/2019,10578.70,10593.00,10663.00,10483.00,3.01K,-0.11%,3.01,3010
7/3/2019,10590.00,10642.00,10841.20,10411.00,6.25K,-0.48%,6.25,6250
7/4/2019,10641.00,10401.00,10766.00,10300.00,10.74K,2.44%,10.74,10740
7/5/2019,10388.00,9783.00,10473.00,9754.90,11.14K,6.23%,11.14,11140
7/6/2019,9779.10,9623.90,9858.00,9560.10,2.87K,1.61%,2.87,2870
7/7/2019,9623.90,9600.70,9710.20,9472.10,2.75K,0.24%,2.75,2750
7/8/2019,9601.00,9509.40,9710.00,9384.30,3.75K,0.97%,3.75,3750
7/9/2019,9509.00,9727.30,9727.30,9360.40,7.08K,-2.25%,7.08,7080
7/10/2019,9727.40,10190.00,10303.00,9585.30,10.41K,-4.48%,10.41,10410
7/11/2019,10184.00,10376.20,10392.00,10036.90,4.52K,-1.86%,4.52,4520
7/12/2019,10377.00,10144.00,10654.00,10144.00,8.98K,2.42%,8.98,8980
7/13/2019,10132.00,10162.00,10349.00,9881.10,5.21K,-0.20%,5.21,5210
7/14/2019,10152.00,10414.00,10427.00,9900.00,5.41K,-2.46%,5.41,5410
