Date,Close,Open,High,Low,Stupid,Change %,Format,Volume
7/15/2019,10408.00,10117.00,10461.00,10063.00,6.39K,2.88%,6.39,6390
7/16/2019,10117.00,10147.00,10247.00,9790.00,6.53K,-0.29%,6.53,6530
7/17/2019,10146.00,10795.00,10825.00,9880.00,11.79K,-5.99%,11.79,11790
7/18/2019,10793.00,10947.00,10986.00,10588.00,5.83K,-1.32%,5.83,5830
7/19/2019,10937.00,10329.00,10960.00,10280.00,7.38K,5.91%,7.38,7380
7/20/2019,10327.00,10230.00,10529.00,10086.00,3.90K,0.97%,3.90,3900
7/21/2019,10228.00,10372.00,10487.00,10004.10,4.89K,-1.33%,4.89,4890
7/22/2019,10366.00,10324.00,10568.00,9783.40,12.89K,0.38%,12.89,12890
7/23/2019,10327.00,10067.00,10470.00,9522.50,17.37K,2.58%,17.37,17370
7/24/2019,10067.00,10904.00,10909.00,9980.00,14.51K,-7.68%,14.51,14510
7/25/2019,10904.00,11411.00,11468.00,10801.00,9.00K,-4.38%,9.00,9000
7/26/2019,11404.00,11577.00,11578.80,11272.00,3.20K,-1.57%,3.20,3200
7/27/2019,11586.00,11308.00,11594.00,11158.00,5.44K,2.40%,5.44,5440
7/28/2019,11314.00,11892.00,12003.00,11263.00,9.02K,-4.87%,9.02,9020
7/29/2019,11893.00,12051.00,12092.70,11711.00,7.81K,-1.38%,7.81,7810
7/30/2019,12060.00,11999.00,12126.00,11570.00,10.97K,0.53%,10.97,10970
7/31/2019,11997.00,11472.00,12122.00,11386.00,13.66K,4.58%,13.66,13660
8/1/2019,11471.20,11824.00,12307.00,11268.00,19.34K,-2.85%,19.34,19340
8/2/2019,11808.00,10974.00,11938.00,10973.00,16.13K,7.61%,16.13,16130
8/3/2019,10973.00,10822.00,11060.00,10595.00,9.28K,1.40%,9.28,9280
8/4/2019,10822.00,10520.00,10910.00,10506.00,7.42K,2.88%,7.42,7420
8/5/2019,10519.00,10400.00,10648.30,10345.00,8.44K,1.15%,8.44,8440
8/6/2019,10399.00,10096.00,10500.00,9899.90,7.78K,3.08%,7.78,7780
8/7/2019,10088.00,9588.90,10099.00,9575.50,7.94K,5.20%,7.94,7940
8/8/2019,9589.00,9503.50,9736.00,9401.60,5.19K,0.86%,5.19,5190
8/9/2019,9507.00,9530.00,9690.00,9396.60,5.70K,-0.13%,5.70,5700
8/10/2019,9519.00,9463.10,9604.20,9112.30,7.75K,0.56%,7.75,7750
8/11/2019,9465.70,9840.30,10189.00,9300.30,11.77K,-3.83%,11.77,11770
8/12/2019,9842.50,9888.00,9899.00,9672.00,5.12K,-0.48%,5.12,5120
8/13/2019,9890.10,9772.00,10180.00,9735.00,9.22K,1.22%,9.22,9220
8/14/2019,9771.00,9859.00,9917.70,9541.90,11.57K,-0.85%,11.57,11570
8/15/2019,9854.90,10330.00,10330.00,9824.50,9.77K,-4.59%,9.77,9770
8/16/2019,10329.00,10572.00,10667.00,10094.00,10.90K,-2.27%,10.90,10900
8/17/2019,10569.40,10741.00,10811.00,10300.00,8.25K,-1.59%,8.25,8250
8/18/2019,10740.00,10517.60,11085.00,10402.00,12.13K,2.10%,12.13,12130
8/19/2019,10519.00,10624.00,10759.00,10132.70,13.16K,-0.97%,13.16,13160
8/20/2019,10622.00,9691.20,10750.00,9271.60,28.83K,9.70%,28.83,28830
8/21/2019,9683.20,9418.40,9963.10,9090.00,23.12K,2.90%,23.12,23120
8/22/2019,9410.00,10813.00,10991.00,9378.00,26.18K,-13.03%,26.18,26180
8/23/2019,10820.00,10193.00,11043.00,9920.60,21.44K,6.01%,21.44,21440
8/24/2019,10206.80,11324.00,11390.00,10125.00,22.49K,-9.77%,22.49,22490
8/25/2019,11312.00,11779.00,11803.00,10806.00,14.72K,-3.85%,14.72,14720
8/26/2019,11765.00,11327.00,11900.00,11100.00,12.25K,3.75%,12.25,12250
8/27/2019,11340.00,12092.00,12092.00,11006.00,21.60K,-6.23%,21.60,21600
8/28/2019,12093.00,12564.00,13173.00,11572.00,36.06K,-3.66%,36.06,36060
8/29/2019,12553.00,12301.50,12811.00,12173.00,19.16K,2.05%,19.16,19160
8/30/2019,12301.00,11484.00,12382.00,11339.00,17.84K,7.10%,17.84,17840
8/31/2019,11486.00,11276.00,11618.00,11121.60,8.42K,1.80%,8.42,8420
9/1/2019,11283.00,10983.00,11720.00,10983.00,12.21K,2.59%,12.21,12210
9/2/2019,10998.00,11141.00,11440.00,10802.00,16.37K,-1.53%,16.37,16370
9/3/2019,11169.00,12000.00,12063.50,11057.00,19.84K,-6.80%,19.84,19840
9/4/2019,11984.00,10903.00,12004.00,10903.00,28.09K,10.29%,28.09,28090
9/5/2019,10866.00,10639.80,10961.00,9745.10,28.78K,2.13%,28.78,28780
9/6/2019,10639.00,10777.00,11221.00,10099.00,24.90K,-0.99%,24.90,24900
9/7/2019,10745.00,11973.00,12229.00,10705.00,19.07K,-9.86%,19.07,19070
9/8/2019,11921.00,12350.70,12350.70,11375.00,20.39K,-3.47%,20.39,20390
9/9/2019,12349.00,11183.00,12404.00,10812.00,31.98K,10.26%,31.98,31980
9/10/2019,11200.00,12876.00,13222.00,10397.00,47.61K,-13.02%,47.61,47610
9/11/2019,12876.00,11746.00,13764.00,11693.00,55.59K,9.57%,55.59,55590
9/12/2019,11751.00,11070.00,11780.00,10992.40,21.85K,6.32%,21.85,21850
9/13/2019,11053.00,10913.00,11135.00,10560.00,14.40K,1.26%,14.40,14400
9/14/2019,10916.00,10745.00,11368.00,10576.00,18.59K,1.56%,18.59,18590
9/15/2019,10747.90,10227.00,11210.00,10098.20,36.68K,5.00%,36.68,36680
9/16/2019,10236.00,9557.80,10249.00,9557.80,22.23K,7.10%,22.23,22230
9/17/2019,9557.10,9306.00,9620.80,9241.00,10.59K,2.70%,10.59,10590
9/18/2019,9305.90,9094.90,9339.90,9062.00,5.77K,2.31%,5.77,5770
9/19/2019,9095.90,9351.00,9370.90,8945.40,10.59K,-2.78%,10.59,10590
9/20/2019,9356.00,8986.00,9489.90,8986.00,14.17K,4.12%,14.17,14170
9/21/2019,8986.00,8852.80,9389.60,8803.00,20.91K,1.47%,20.91,20910
9/22/2019,8856.00,8689.00,8904.10,8611.00,9.40K,1.92%,9.40,9400
9/23/2019,8689.10,8230.00,8714.90,8163.30,12.71K,5.61%,12.71,12710
9/24/2019,8227.40,8177.60,8333.00,8038.90,8.89K,0.64%,8.89,8890
9/25/2019,8175.40,7903.10,8238.80,7822.30,9.14K,3.43%,9.14,9140
9/26/2019,7904.10,8018.80,8048.90,7711.30,6.53K,-1.37%,6.53,6530
9/27/2019,8013.70,7622.50,8046.30,7523.30,8.90K,4.90%,8.90,8900
9/28/2019,7639.20,7924.00,7961.00,7502.50,6.83K,-3.60%,6.83,6830
9/29/2019,7924.60,8002.10,8064.80,7802.00,4.77K,-0.84%,4.77,4770
9/30/2019,7991.50,7816.90,8123.50,7769.10,13.44K,2.38%,13.44,13440
10/1/2019,7805.60,7766.30,7870.60,7461.00,7.51K,0.21%,7.51,7510
10/2/2019,7789.30,7692.80,7931.00,7603.00,10.83K,1.25%,10.83,10830
10/3/2019,7692.80,8088.00,8088.00,7524.50,28.12K,-5.07%,28.12,28120
10/4/2019,8103.40,8740.10,8740.10,8050.10,18.66K,-7.28%,18.66,18660
10/5/2019,8740.00,8546.90,8818.00,8540.00,6.24K,2.26%,6.24,6240
10/6/2019,8547.00,8531.90,8625.00,8452.00,5.46K,0.16%,5.46,5460
10/7/2019,8533.30,8268.50,8550.00,8112.40,10.93K,3.18%,10.93,10930
10/8/2019,8269.90,8681.20,9100.00,8019.70,20.29K,-4.73%,20.29,20290
10/9/2019,8680.90,8738.10,8794.90,8490.00,10.30K,-0.69%,10.30,10300
10/10/2019,8740.90,8806.10,8843.70,8558.30,11.14K,-0.74%,11.14,11140
10/11/2019,8806.00,8730.00,8951.00,8661.00,17.56K,0.87%,17.56,17560
10/12/2019,8729.90,8054.90,8820.00,7880.20,20.14K,8.38%,20.14,20140
10/13/2019,8054.90,7990.00,8135.00,7950.40,4.34K,0.75%,4.34,4340
10/14/2019,7994.90,7872.10,8158.60,7801.60,10.92K,1.56%,10.92,10920
10/15/2019,7872.40,7619.90,7957.10,7496.30,10.55K,3.30%,10.55,10550
10/16/2019,7621.10,7933.60,8030.00,7507.90,10.78K,-3.98%,10.78,10780
10/17/2019,7937.00,7990.50,8089.90,7819.70,7.69K,-0.60%,7.69,7690
10/18/2019,7985.00,8188.30,8188.30,7601.00,16.90K,-2.50%,16.90,16900
10/19/2019,8189.50,7260.10,8263.20,7252.00,23.46K,12.80%,23.46,23460
10/20/2019,7260.00,7418.30,7509.10,7210.60,9.32K,-2.10%,9.32,9320
10/21/2019,7415.40,7857.50,7905.70,7067.40,29.02K,-5.62%,29.02,29020
10/22/2019,7857.00,8135.50,8307.70,7750.10,22.29K,-3.39%,22.29,22290
10/23/2019,8132.90,7951.90,8208.90,7837.60,19.04K,2.19%,19.04,19040
10/24/2019,7958.30,7753.20,8194.10,7684.10,29.32K,2.65%,29.32,29320
10/25/2019,7753.20,6980.10,8049.90,6883.90,36.47K,11.08%,36.47,36470
10/26/2019,6979.90,7125.10,7448.00,6860.00,31.96K,-2.19%,31.96,31960
10/27/2019,7136.40,6438.70,7278.30,6438.70,37.91K,10.84%,37.91,37910
10/28/2019,6438.70,6262.00,6522.00,6212.60,14.49K,2.88%,14.49,14490
10/29/2019,6258.40,6201.90,6309.00,6165.00,9.68K,0.93%,9.68,9680
10/30/2019,6201.00,6096.60,6220.40,6024.10,8.20K,1.86%,8.20,8200
10/31/2019,6087.90,6027.90,6290.00,6027.90,11.99K,1.00%,11.99,11990
11/1/2019,6027.90,6042.00,6100.30,5906.80,6.48K,-0.23%,6.48,6480
11/2/2019,6042.00,6098.20,6112.00,5956.20,5.82K,-0.92%,5.82,5820
11/3/2019,6098.30,6019.90,6149.10,5868.20,9.44K,1.37%,9.44,9440
11/4/2019,6016.00,5729.60,6139.90,5716.50,19.48K,5.11%,19.48,19480
11/5/2019,5723.80,5629.50,5779.80,5618.00,11.06K,1.67%,11.06,11060
11/6/2019,5629.60,5599.60,5655.00,5585.50,5.53K,0.54%,5.53,5530
11/7/2019,5599.50,5480.00,5612.00,5454.90,7.44K,2.18%,7.44,7440
11/8/2019,5480.10,5486.80,5515.20,5370.30,7.81K,-0.12%,7.81,7810
11/9/2019,5486.80,5400.60,5542.20,5400.60,7.76K,1.57%,7.76,7760
11/10/2019,5401.80,5410.90,5456.90,5355.40,4.57K,-0.17%,4.57,4570
11/11/2019,5410.80,5215.60,5517.10,5174.10,21.53K,3.68%,21.53,21530
11/12/2019,5219.00,5479.60,5556.80,5065.20,21.49K,-4.77%,21.49,21490
11/13/2019,5480.30,5547.10,5647.40,5415.00,16.53K,-1.27%,16.53,16530
11/14/2019,5550.90,5417.80,5645.00,5395.20,18.76K,2.46%,18.76,18760
11/15/2019,5417.80,5320.30,5447.50,5276.50,11.95K,1.80%,11.95,11950
11/16/2019,5321.90,5340.10,5366.10,5259.40,6.15K,-0.34%,6.15,6150
11/17/2019,5340.00,5314.10,5375.60,5289.20,6.48K,0.49%,6.48,6480
11/18/2019,5314.00,5310.80,5371.10,5225.00,6.31K,0.06%,6.31,6310
11/19/2019,5310.80,5254.50,5339.30,5254.00,9.04K,1.07%,9.04,9040
11/20/2019,5254.50,5234.30,5291.10,5224.70,9.28K,0.39%,9.28,9280
11/21/2019,5234.30,5042.80,5256.20,5030.00,8.38K,3.67%,8.38,8380
11/22/2019,5049.20,5190.10,5217.10,5000.70,9.52K,-2.79%,9.52,9520
11/23/2019,5194.30,5103.70,5209.00,5064.20,4.15K,1.81%,4.15,4150
11/24/2019,5101.80,5114.10,5160.80,5075.30,5.21K,-0.24%,5.21,5210
11/25/2019,5114.00,5059.00,5134.90,4935.20,9.22K,0.95%,9.22,9220
11/26/2019,5065.80,5315.50,5340.00,5001.10,19.39K,-4.63%,19.39,19390
11/27/2019,5311.70,5213.00,5487.40,5200.50,15.78K,1.83%,15.78,15780
11/28/2019,5216.30,5312.40,5312.50,5173.50,11.90K,-1.81%,11.90,11900
11/29/2019,5312.50,5238.90,5361.70,5148.50,17.82K,1.42%,17.82,17820
11/30/2019,5238.10,5091.10,5313.10,5075.00,9.95K,2.90%,9.95,9950
12/1/2019,5090.50,5080.40,5280.00,4968.10,14.20K,0.20%,14.20,14200
12/2/2019,5080.40,4939.30,5130.00,4930.10,11.36K,2.87%,11.36,11360
12/3/2019,4938.90,4976.90,5099.90,4834.00,15.42K,-0.79%,15.42,15420
12/4/2019,4978.00,4929.30,5330.10,4849.10,44.28K,1.03%,44.28,44280
12/5/2019,4927.10,4196.90,5079.40,4189.70,54.14K,17.40%,54.14,54140
12/6/2019,4196.80,4167.50,4220.80,4127.20,7.01K,0.70%,7.01,7010
12/7/2019,4167.60,4165.10,4181.40,4153.10,2.27K,0.06%,2.27,2270
12/8/2019,4165.10,4179.10,4210.00,4117.20,6.63K,-0.33%,6.63,6630
12/9/2019,4179.00,4092.60,4188.00,4084.70,8.65K,2.11%,8.65,8650
12/10/2019,4092.60,4102.70,4104.00,4066.40,6.22K,-0.24%,6.22,6220
12/11/2019,4102.50,3992.70,4109.60,3979.60,7.93K,2.78%,7.93,7930
12/12/2019,3991.70,3970.00,3994.80,3951.00,5.09K,0.55%,5.09,5090
12/13/2019,3970.00,4041.40,4049.90,3939.10,6.70K,-1.77%,6.70,6700
12/14/2019,4041.40,4063.00,4063.20,4011.50,3.36K,-0.54%,3.36,3360
12/15/2019,4063.20,4045.20,4076.30,4038.50,4.37K,0.44%,4.37,4370
12/16/2019,4045.30,4044.80,4064.60,4035.10,4.84K,0.01%,4.84,4840
12/17/2019,4044.80,4127.20,4138.70,4005.20,11.82K,-2.00%,11.82,11820
12/18/2019,4127.20,4104.60,4136.20,4073.90,7.82K,0.55%,7.82,7820
12/19/2019,4104.70,4073.70,4118.00,4056.60,5.55K,0.77%,5.55,5550
12/20/2019,4073.50,4069.00,4119.90,4035.60,3.68K,0.11%,3.68,3680
12/21/2019,4068.90,4088.00,4088.30,4041.10,3.38K,-0.47%,3.38,3380
12/22/2019,4088.00,4003.10,4152.70,4003.10,13.94K,2.12%,13.94,13940
12/23/2019,4003.10,3948.30,4011.00,3948.30,6.72K,1.39%,6.72,6720
12/24/2019,3948.30,3946.20,4000.10,3882.80,8.30K,0.01%,8.30,8300
12/25/2019,3947.90,3954.90,3972.10,3925.10,5.51K,-0.16%,5.51,5510
12/26/2019,3954.10,3950.70,3979.50,3895.20,7.63K,0.13%,7.63,7630
12/27/2019,3949.00,4000.00,4009.20,3920.70,6.61K,-1.28%,6.61,6610
12/28/2019,4000.00,4017.30,4017.30,3961.80,4.67K,-0.43%,4.67,4670
12/29/2019,4017.30,3940.50,4046.20,3933.90,7.38K,1.95%,7.38,7380
12/30/2019,3940.50,3964.70,4020.90,3863.70,9.36K,-0.61%,9.36,9360
12/31/2019,3964.70,3951.50,3989.60,3935.70,7.64K,0.34%,7.64,7640
1/1/2020,3951.40,3951.60,3984.10,3912.40,6.59K,-0.01%,6.59,6590
1/2/2020,3951.60,3800.00,3966.90,3786.20,10.80K,3.99%,10.80,10800
1/3/2020,3800.00,3884.80,3908.10,3767.10,10.18K,-2.18%,10.18,10180
1/4/2020,3884.80,3913.00,3923.40,3856.70,2.88K,-0.72%,2.88,2880
1/5/2020,3913.00,3915.00,3924.00,3850.00,5.11K,-0.03%,5.11,5110
1/6/2020,3914.00,3894.00,3948.70,3893.00,4.76K,0.51%,4.76,4760
1/7/2020,3894.00,3900.10,3988.00,3875.00,12.10K,-0.22%,12.10,12100
1/8/2020,3902.70,3896.80,3934.00,3767.00,12.03K,0.15%,12.03,12030
1/9/2020,3896.80,3919.30,3934.10,3870.40,5.11K,-0.64%,5.11,5110
1/10/2020,3921.80,3825.00,3965.00,3825.00,10.41K,2.34%,10.41,10410
1/11/2020,3832.00,4212.20,4282.40,3812.00,36.09K,-9.02%,36.09,36090
1/12/2020,4211.70,4058.20,4255.00,4014.50,21.53K,3.78%,21.53,21530
1/13/2020,4058.30,4008.80,4074.00,3991.30,14.21K,1.23%,14.21,14210
1/14/2020,4008.80,4053.70,4122.00,3975.30,15.48K,-1.14%,15.48,15480
1/15/2020,4055.00,3989.90,4070.00,3969.20,15.25K,1.63%,15.25,15250
1/16/2020,3989.90,3978.40,4081.40,3943.40,24.30K,0.30%,24.30,24300
1/17/2020,3978.10,3734.50,4019.90,3723.90,37.62K,6.52%,37.62,37620
1/18/2020,3734.50,3676.50,3788.80,3668.90,14.07K,1.58%,14.07,14070
1/19/2020,3676.40,3670.10,3724.90,3666.00,7.52K,0.18%,7.52,7520
1/20/2020,3670.00,3656.70,3716.30,3644.50,7.81K,0.36%,7.81,7810
1/21/2020,3656.70,3665.50,3681.10,3641.10,7.53K,-0.26%,7.53,7530
1/22/2020,3666.10,3694.10,3735.40,3650.40,11.76K,-0.76%,11.76,11760
1/23/2020,3694.20,3681.00,3728.00,3645.30,11.34K,0.36%,11.34,11340
1/24/2020,3681.10,3749.70,3749.70,3672.00,7.80K,-1.74%,7.80,7800
1/25/2020,3746.30,3718.30,3753.50,3667.10,9.97K,0.75%,9.97,9970
1/26/2020,3718.40,3724.10,3739.10,3688.80,6.74K,-0.15%,6.74,6740
1/27/2020,3724.00,3439.00,3799.60,3427.80,31.15K,8.38%,31.15,31150
1/28/2020,3436.10,3451.90,3462.30,3429.30,4.80K,-0.46%,4.80,4800
1/29/2020,3452.00,3512.60,3521.00,3417.60,13.16K,-1.73%,13.16,13160
1/30/2020,3512.60,3490.40,3517.00,3475.90,4.59K,0.63%,4.59,4590
1/31/2020,3490.50,3504.20,3522.60,3475.30,5.21K,-0.32%,5.21,5210
2/1/2020,3501.70,3564.50,3566.80,3470.10,7.86K,-1.76%,7.86,7860
2/2/2020,3564.30,3534.80,3575.40,3500.80,10.89K,0.79%,10.89,10890
2/3/2020,3536.20,3502.70,3557.20,3465.00,10.04K,1.00%,10.04,10040
2/4/2020,3501.10,3529.70,3565.70,3482.20,8.57K,-0.81%,8.57,8570
2/5/2020,3529.60,3478.00,3548.00,3451.50,12.58K,1.49%,12.58,12580
2/6/2020,3477.90,3501.10,3512.50,3427.20,10.47K,-0.68%,10.47,10470
2/7/2020,3501.90,3597.10,3597.90,3450.30,17.02K,-2.65%,17.02,17020
2/8/2020,3597.10,3630.70,3642.50,3544.00,11.45K,-0.93%,11.45,11450
2/9/2020,3630.70,3629.00,3745.80,3624.80,13.00K,0.05%,13.00,13000
2/10/2020,3628.90,3653.00,3663.40,3582.10,7.38K,-0.65%,7.38,7380
2/11/2020,3652.60,3621.70,3670.00,3589.90,7.87K,0.90%,7.87,7870
2/12/2020,3619.90,3639.00,3677.00,3591.20,7.97K,-0.53%,7.97,7970
2/13/2020,3639.10,3579.40,3676.30,3488.30,18.08K,1.67%,18.08,18080
2/14/2020,3579.40,3588.60,3614.80,3550.00,10.81K,-0.19%,10.81,10810
2/15/2020,3586.10,3762.30,3796.00,3548.30,20.62K,-4.62%,20.62,20620
2/16/2020,3760.00,3674.10,3858.50,3673.90,13.39K,2.29%,13.39,13390
2/17/2020,3675.70,3722.50,3723.90,3652.40,5.65K,-1.27%,5.65,5650
2/18/2020,3723.00,3671.30,3725.00,3610.00,10.86K,1.41%,10.86,10860
2/19/2020,3671.20,3657.00,3750.00,3642.90,13.23K,0.40%,13.23,13230
2/20/2020,3656.50,3749.30,3769.50,3625.10,13.32K,-2.48%,13.32,13320
2/21/2020,3749.30,3591.00,3798.70,3581.80,14.84K,4.41%,14.84,14840
2/22/2020,3591.00,3702.00,3712.90,3570.00,12.59K,-3.00%,12.59,12590
2/23/2020,3702.00,3712.80,3734.00,3674.40,9.29K,-0.38%,9.29,9290
2/24/2020,3716.10,3712.80,3777.40,3666.60,13.13K,0.09%,13.13,13130
2/25/2020,3712.80,4083.30,4136.10,3687.20,35.02K,-9.07%,35.02,35020
2/26/2020,4083.20,4100.00,4165.50,4036.00,20.63K,-0.41%,20.63,20630
2/27/2020,4100.00,4113.90,4210.00,4056.20,18.72K,-0.34%,18.72,18720
2/28/2020,4113.90,4170.90,4196.90,4078.50,11.32K,-1.38%,11.32,11320
2/29/2020,4171.50,3911.00,4214.50,3892.90,25.17K,6.66%,25.17,25170
3/1/2020,3911.00,3954.80,4014.90,3901.40,14.87K,-1.11%,14.87,14870
3/2/2020,3954.90,3923.20,3985.80,3853.30,13.23K,0.81%,13.23,13230
3/3/2020,3923.20,4049.90,4055.10,3882.00,10.92K,-3.09%,10.92,10920
3/4/2020,4048.50,3963.10,4082.20,3920.10,19.43K,2.16%,19.43,19430
3/5/2020,3963.00,3832.60,3981.90,3788.40,13.85K,3.46%,13.85,13850
3/6/2020,3830.50,3976.70,3986.90,3779.50,15.79K,-3.72%,15.79,15790
3/7/2020,3978.30,3893.80,4003.00,3845.20,17.73K,2.35%,17.73,17730
3/8/2020,3887.00,4033.90,4099.70,3864.60,18.70K,-3.71%,18.70,18700
3/9/2020,4036.70,3712.00,4094.90,3696.30,26.92K,8.67%,26.92,26920
3/10/2020,3714.70,3930.00,3954.90,3688.00,23.61K,-5.47%,23.61,23610
3/11/2020,3929.80,3909.70,3990.00,3812.10,19.13K,0.51%,19.13,19130
3/12/2020,3909.70,4140.70,4152.10,3815.50,33.73K,-5.68%,33.73,33730
3/13/2020,4145.20,4071.70,4384.00,4069.00,38.00K,1.71%,38.00,38000
3/14/2020,4075.70,4135.00,4210.00,4036.80,24.47K,-1.43%,24.47,24470
3/15/2020,4135.00,3975.90,4147.30,3919.50,19.51K,4.00%,19.51,19510
3/16/2020,3976.10,4214.60,4283.00,3913.30,43.52K,-5.66%,43.52,43520
3/17/2020,4214.50,3810.00,4275.70,3788.60,65.87K,10.62%,65.87,65870
3/18/2020,3810.00,3780.10,4041.10,3758.00,55.26K,0.79%,55.26,55260
3/19/2020,3780.10,3625.00,3780.90,3551.00,29.43K,4.28%,29.43,29430
3/20/2020,3625.10,3299.90,3711.50,3285.50,35.72K,9.85%,35.72,35720
3/21/2020,3299.90,3282.20,3380.30,3278.00,19.10K,0.45%,19.10,19100
3/22/2020,3285.10,3281.60,3323.80,3216.10,17.89K,0.07%,17.89,17890
3/23/2020,3282.80,3354.40,3390.80,3226.40,28.56K,-2.13%,28.56,28560
3/24/2020,3354.40,3535.60,3539.10,3322.20,22.24K,-5.13%,22.24,22240
3/25/2020,3535.60,3435.30,3611.20,3415.10,20.93K,2.92%,20.93,20930
3/26/2020,3435.30,3523.50,3549.60,3384.00,24.05K,-2.54%,24.05,24050
3/27/2020,3524.90,3642.10,3697.90,3475.80,22.60K,-3.15%,22.60,22600
3/28/2020,3639.60,3506.00,3766.60,3469.70,25.08K,3.81%,25.08,25080
3/29/2020,3506.00,3460.00,3784.80,3316.20,39.08K,1.33%,39.08,39080
3/30/2020,3460.00,3528.60,3624.80,3278.40,74.08K,-2.02%,74.08,74080
3/31/2020,3531.30,3770.50,3908.00,3506.00,58.22K,-6.21%,58.22,58220
4/1/2020,3765.30,3982.20,4000.10,3751.10,28.43K,-5.44%,28.43,28430
4/2/2020,3981.90,3903.80,4131.10,3793.10,33.69K,2.07%,33.69,33690
4/3/2020,3901.20,4172.90,4178.50,3836.20,36.86K,-6.21%,36.86,36860
4/4/2020,4159.70,4241.40,4353.20,4127.20,24.40K,-1.96%,24.40,24400
4/5/2020,4243.00,4043.60,4339.00,3978.80,27.50K,5.07%,27.50,27500
4/6/2020,4038.30,4323.30,4357.40,3966.20,42.38K,-6.37%,42.38,42380
4/7/2020,4312.90,4331.40,4472.00,4180.60,41.10K,0.15%,41.10,41100
4/8/2020,4306.30,3902.30,4439.60,3889.90,65.26K,10.86%,65.26,65260
4/9/2020,3884.40,3850.10,3941.60,3713.20,46.27K,0.68%,46.27,46270
4/10/2020,3858.00,4111.30,4196.40,3708.10,64.08K,-5.62%,64.08,64080
4/11/2020,4087.80,3934.90,4211.30,3663.00,82.18K,4.02%,82.18,82180
4/12/2020,3929.80,4422.80,4515.20,3834.70,50.98K,-11.14%,50.98,50980
4/13/2020,4422.70,4370.80,4482.00,4251.00,36.09K,0.69%,36.09,36090
4/14/2020,4392.40,4672.10,4716.80,4388.50,27.95K,-5.88%,27.95,27950
4/15/2020,4666.60,4572.80,4773.40,4429.90,44.38K,1.45%,44.38,44380
4/16/2020,4600.10,4944.90,5048.00,4318.10,117.22K,-6.84%,117.22,117220
4/17/2020,4938.10,5650.30,5650.30,4890.90,74.15K,-12.75%,74.15,74150
4/18/2020,5659.40,5637.20,5716.00,5621.00,9.55K,0.58%,9.55,9550
4/19/2020,5626.70,5655.70,5659.20,5573.60,7.98K,-0.60%,7.98,7980
4/20/2020,5660.50,5731.90,5756.80,5555.00,18.43K,-1.61%,18.43,18430
4/21/2020,5753.40,5922.30,5929.20,5441.50,49.91K,-2.23%,49.91,49910
4/22/2020,5884.60,6458.90,6485.00,5705.00,69.20K,-8.97%,69.20,69200
4/23/2020,6464.40,6447.00,6497.50,6403.50,10.12K,0.27%,10.12,10120
4/24/2020,6446.90,6481.00,6481.00,6418.80,7.30K,-0.05%,7.30,7300
4/25/2020,6450.00,6431.00,6459.90,6364.00,7.34K,0.29%,7.34,7340
4/26/2020,6431.10,6414.50,6461.70,6414.50,3.25K,0.17%,3.25,3250
4/27/2020,6420.20,6479.50,6502.90,6392.60,10.45K,-0.92%,10.45,10450
4/28/2020,6479.60,6573.00,6585.00,6477.00,11.58K,-1.42%,11.58,11580
4/29/2020,6572.70,6519.00,6607.10,6512.20,10.72K,0.88%,10.72,10720
4/30/2020,6515.20,6475.00,6515.30,6447.80,7.25K,0.70%,7.25,7250
5/1/2020,6470.10,6495.20,6495.20,6439.40,4.81K,-0.23%,4.81,4810
5/2/2020,6485.20,6389.20,6509.40,6360.10,8.96K,1.52%,8.96,8960
5/3/2020,6387.90,6432.20,6432.20,6334.70,11.37K,-0.61%,11.37,11370
5/4/2020,6426.90,6407.10,6454.80,6391.60,8.07K,0.43%,8.07,8070
5/5/2020,6399.70,6374.80,6423.20,6353.50,9.12K,0.49%,9.12,9120
5/6/2020,6368.40,6330.10,6406.40,6248.20,9.96K,0.60%,9.96,9960
5/7/2020,6330.10,6347.10,6380.00,6313.20,10.73K,-0.22%,10.73,10730
5/8/2020,6344.00,6490.20,6505.00,6320.90,19.56K,-2.25%,19.56,19560
5/9/2020,6490.10,6498.40,6510.10,6456.30,6.84K,-0.16%,6.84,6840
5/10/2020,6500.20,6534.90,6553.90,6480.10,6.97K,-0.48%,6.97,6970
5/11/2020,6531.50,6533.40,6588.30,6514.30,7.45K,0.05%,7.45,7450
5/12/2020,6528.10,6554.00,6566.00,6500.10,8.71K,-0.40%,8.71,8710
5/13/2020,6554.10,6550.00,6623.00,6543.20,8.49K,0.06%,8.49,8490
5/14/2020,6550.00,6567.20,6584.30,6525.40,8.86K,-0.26%,8.86,8860
5/15/2020,6567.20,6587.40,6627.60,6549.10,6.05K,-0.37%,6.05,6050
5/16/2020,6591.60,6582.90,6655.00,6582.90,4.42K,0.07%,4.42,4420
5/17/2020,6586.70,6517.00,6609.70,6511.30,4.61K,0.91%,4.61,4610
5/18/2020,6527.30,6609.60,6630.20,6519.90,11.20K,-1.30%,11.20,11200
5/19/2020,6613.00,6736.40,6778.20,6567.50,12.53K,-1.84%,12.53,12530
5/20/2020,6737.10,6754.20,6792.70,6681.30,8.88K,-0.25%,8.88,8880
5/21/2020,6754.10,6739.00,6891.80,6679.00,15.66K,0.18%,15.66,15660
5/22/2020,6742.00,6322.70,7704.20,6300.00,85.00K,6.42%,85.00,85000
5/23/2020,6335.20,6326.00,6399.10,6318.50,11.23K,0.14%,11.23,11230
